Критерий Жанга Zc (К выборок) N=100 N(0.0000,1.0000)  n=20 N(0.0000,1.0000)  n=20   ГСЧ=100
0 100
2,916773187634802
2,930525936610938
2,8777655568284035
2,9211915023986044
2,8924426131991723
2,8503656722290502
2,9330025284183217
2,8569348605832077
2,8232119968442038
2,911413849601398
2,871720594031247
2,974709388867267
2,959271793588239
2,882363376731424
2,8362710373815188
2,8914897443148444
2,772085180204751
2,9321768911432433
2,9755991977020577
2,901571846449179
2,915845157223538
2,9262395532640735
2,7646400715517934
2,8796063594607655
2,9723234433504175
2,9666645712485233
2,9282967107274147
2,9114871503392377
2,950656210225445
2,961421778127368
2,854527743102303
2,8326748642297295
2,832589006863315
2,935876251040438
2,9010156655288766
2,9778928266156544
2,9407368912348075
2,917869470245686
2,8903653076118143
2,9769636304093225
2,7509515090774532
2,9550737224985557
2,95933016902836
2,9445845091959475
2,9236486931740755
2,824733172981995
2,95518752860754
2,916376062393503
2,81128547645278
2,7829289484031356
2,9356515624073403
2,914793086976952
2,905172345269816
2,935200623822241
2,920377467359931
2,8701623231781404
2,931032667407738
2,92486873109202
2,7785812995326387
2,9614820680593046
2,9344395276062043
2,920347884252385
2,8648164752194853
2,906471132984848
2,8658210633021852
2,8640234615904507
2,951939881066736
2,920022300201097
2,935383411927724
2,956940660342613
2,868538312838159
2,9574957109922533
2,9510077071097363
2,856753212344235
2,9603077318580384
2,9415423606952764
2,8851438472241004
2,9776729369834194
2,9542021049203746
2,8841454721460047
2,7732098175328557
2,8640935910108047
2,9221024397011415
2,9628442342306807
2,86679776609338
2,9705720580476496
2,931215535264899
2,849697997144467
2,941350433448859
2,9321377356750333
2,9046694151541645
2,938152429355694
2,9523307754111894
2,949811274981501
2,918238688242844
2,776461163124277
2,864108582359149
2,7902448552289725
2,8687072846485417
2,9546039430535176
