Жанг n = 10 N = 100
0 100
2,549281077656471e+00
2,681669924658464e+00
2,606555592788613e+00
2,7421823358601665e+00
2,7323044458145533e+00
2,5865414480683357e+00
2,7132728562830306e+00
2,652126587022688e+00
2,6079596617121226e+00
2,7079199995893846e+00
2,6484450446362358e+00
2,7166032081164344e+00
2,5081133516503096e+00
2,467896323748775e+00
2,6829664860330533e+00
2,2385116911685827e+00
2,6830272834588262e+00
2,6773080615877527e+00
2,6365635735376034e+00
2,722322429987508e+00
2,7092767935738697e+00
2,7082656640293967e+00
2,6091987128909757e+00
2,6571957416375978e+00
2,703659451558821e+00
2,5735155852812044e+00
2,665380351841462e+00
2,4819750917534895e+00
2,605092128660773e+00
2,7378199079735768e+00
2,6982442468816297e+00
2,7308457719740433e+00
2,6980398636183653e+00
2,6856363051295866e+00
2,716603208116434e+00
2,5701740982681414e+00
2,6714759770645493e+00
2,629292459237344e+00
2,737921787829602e+00
2,652730762843291e+00
2,657541406077609e+00
2,7139848859004716e+00
2,638164152106075e+00
2,361191316199637e+00
2,7172896197296077e+00
2,5976720781334235e+00
2,73254823039854e+00
2,713639221460459e+00
2,6215898298829097e+00
2,5535077458233926e+00
2,7156358474443976e+00
2,693923466241169e+00
2,5389646576953835e+00
2,5860752273787115e+00
2,5701712866996465e+00
2,641596383795504e+00
2,6979402296877466e+00
2,7115703978585337e+00
2,722466580640876e+00
2,694857935410262e+00
2,5701797251338268e+00
2,5445358897069097e+00
2,616277069877621e+00
2,7355976331730805e+00
2,5781760324158416e+00
2,6175093966117644e+00
2,665137814255551e+00
2,635116105326367e+00
2,6141827083654547e+00
2,6143533236938676e+00
2,7105569271829744e+00
2,657195741637598e+00
2,681669924658464e+00
2,7223224299875084e+00
2,6411697860081795e+00
2,5700355269799795e+00
2,5634875157250305e+00
2,606372811323844e+00
2,740825541875681e+00
2,6290021702236546e+00
2,5825384603024313e+00
2,413173537470608e+00
2,7241591894309325e+00
2,60735548589152e+00
2,618370087140446e+00
2,635206779553118e+00
2,636502776111829e+00
2,545849884652869e+00
2,5659113043121713e+00
2,648324566084265e+00
2,5550276559641154e+00
2,6935778018011574e+00
2,6173537349211102e+00
2,6539419080993136e+00
2,5309369384239497e+00
2,6713937412719777e+00
2,569783112902482e+00
2,6408814372009646e+00
2,631556381283969e+00
2,648563492032386e+00
